{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8925217}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.075741865}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.010621643}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9996132}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0003737378}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:1.0849802e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.84440345}  {Name:n02077923 sea lion, Probability:0.089947455}  {Name:n02363005 beaver, Probability:0.017443681}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9984101}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0008593877}  {Name:n01883070 wombat, Probability:0.00064131716}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9833176}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.009595238}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.003242677}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9997645}  {Name:n02077923 sea lion, Probability:0.00013862943}  {Name:n02104029 kuvasz, Probability:2.56712e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8800526}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08497168}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.034941748}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.39769018}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.19640996}  {Name:n02504013 Indian elephant, Elephas maximus, Probability:0.17154036}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9635845}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.033750992}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0026344312}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9836923}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.011161532}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0049311914}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99998736}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:1.1547686e-05}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:1.1037952e-06}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.98603106}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0069953618}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.00254563}
{Name:n02119022 red fox, Vulpes vulpes, Probability:0.46142435}  {Name:n02119789 kit fox, Vulpes macrotis, Probability:0.18247536}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.13429597}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99996924}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:1.30436165e-05}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:1.0684693e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9831849}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.01464251}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0013190606}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9183194}  {Name:n02444819 otter, Probability:0.06542438}  {Name:n02363005 beaver, Probability:0.006705254}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9999088}  {Name:n02112137 chow, chow chow, Probability:7.521809e-05}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:8.23319e-06}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9991721}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0008244214}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:2.8160357e-06}
{Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:0.7634451}  {Name:n01883070 wombat, Probability:0.06063508}  {Name:n02356798 fox squirrel, eastern fox squirrel, Sciurus niger, Probability:0.02866584}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999778}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:1.7377735e-05}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:2.8174786e-06}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.7826846}  {Name:n02361337 marmot, Probability:0.14700262}  {Name:n01883070 wombat, Probability:0.02426669}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9995946}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0003572026}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:3.6004658e-05}
{Name:n02410509 bison, Probability:0.53694886}  {Name:n02412080 ram, tup, Probability:0.08701076}  {Name:n09193705 alp, Probability:0.05983528}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9998863}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:9.830896e-05}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:1.5302256e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9996989}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0001590582}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:4.8982834e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9051296}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.086523846}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.003162328}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.96009356}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016692048}  {Name:n02410509 bison, Probability:0.0065475376}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9528882}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.0075671365}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0068602874}
{Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.48751998}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.060356323}  {Name:n02117135 hyena, hyaena, Probability:0.042154353}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.7687062}  {Name:n02074367 dugong, Dugong dugon, Probability:0.10902894}  {Name:n02077923 sea lion, Probability:0.09055625}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.97751164}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.007789858}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0016057154}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9577987}  {Name:n02444819 otter, Probability:0.014446889}  {Name:n02655020 puffer, pufferfish, blowfish, globefish, Probability:0.013814917}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9654538}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.02157717}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.010485439}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.4685298}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.21173204}  {Name:n02410509 bison, Probability:0.07956446}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99913687}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.000807947}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.809932e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99998677}  {Name:n02077923 sea lion, Probability:7.3684164e-06}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.0158102e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9900754}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0072384975}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0013283937}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8594237}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.08205008}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.024915606}
{Name:n02504013 Indian elephant, Elephas maximus, Probability:0.43867046}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.23292191}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.1454984}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.2784141}  {Name:n02447366 badger, Probability:0.14674358}  {Name:n02488702 colobus, colobus monkey, Probability:0.119271316}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.98450226}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.012032397}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.0022911162}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.69445884}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.2398505}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.061423067}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99970704}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00013479638}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:8.768014e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.3246702}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.24237724}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.21218626}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.1894232}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.114240885}  {Name:n02107908 Appenzeller, Probability:0.09791794}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.43423793}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.1535578}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.12257135}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9967499}  {Name:n02077923 sea lion, Probability:0.0014494832}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.00051859027}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9471905}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.047072466}  {Name:n02104029 kuvasz, Probability:0.002426504}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99992025}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:3.0218493e-05}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:2.3710896e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99972516}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:9.4582574e-05}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:6.51166e-05}
{Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.7181013}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.06522757}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.06035373}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.78117216}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.21841371}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0003599572}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9995988}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00024068133}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:6.820657e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999014}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:5.4166776e-05}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.1002487e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99983776}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00015218538}  {Name:n02099712 Labrador retriever, Probability:4.406701e-06}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99998283}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.317607e-05}  {Name:n02077923 sea lion, Probability:2.4867418e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99830806}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0014096112}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.000101234386}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9897496}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.010146742}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:3.779145e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9998223}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0001751449}  {Name:n02444819 otter, Probability:7.2038733e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.78435963}  {Name:n03160309 dam, dike, dyke, Probability:0.042119313}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.039671186}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.489283}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.34699264}  {Name:n02105056 groenendael, Probability:0.035786077}
{Name:n02127052 lynx, catamount, Probability:0.67789274}  {Name:n02361337 marmot, Probability:0.12861414}  {Name:n01883070 wombat, Probability:0.08579134}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9987471}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0011155017}  {Name:n02077923 sea lion, Probability:0.000106149004}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6996336}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.2968629}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.003253173}
{Name:n02480495 orangutan, orang, orangutang, Pongo pygmaeus, Probability:0.55782443}  {Name:n02111129 Leonberg, Probability:0.18270822}  {Name:n02492660 howler monkey, howler, Probability:0.072442144}
{Name:n02093754 Border terrier, Probability:0.6487465}  {Name:n02361337 marmot, Probability:0.07162976}  {Name:n02112706 Brabancon griffon, Probability:0.030530978}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.35334128}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.276073}  {Name:n02117135 hyena, hyaena, Probability:0.115130246}
{Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:0.99523634}  {Name:n02457408 three-toed sloth, ai, Bradypus tridactylus, Probability:0.0030903192}  {Name:n01883070 wombat, Probability:0.00063305994}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.615233}  {Name:n02111500 Great Pyrenees, Probability:0.15095507}  {Name:n02104029 kuvasz, Probability:0.14795248}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.99999976}  {Name:n04399382 teddy, teddy bear, Probability:6.2407e-08}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:6.1023464e-08}
{Name:n02410509 bison, Probability:0.57022035}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.29339388}  {Name:n02403003 ox, Probability:0.0979791}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9999988}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.2069654e-07}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:3.1636148e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.38138875}  {Name:n02104029 kuvasz, Probability:0.20489946}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.10816272}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999595}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:1.0548279e-06}  {Name:n02104029 kuvasz, Probability:9.4619656e-07}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.782973}  {Name:n07802026 hay, Probability:0.11955621}  {Name:n02410509 bison, Probability:0.032860998}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9586056}  {Name:n01695060 Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, Probability:0.015404761}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.011128665}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9941286}  {Name:n02074367 dugong, Dugong dugon, Probability:0.004964581}  {Name:n02077923 sea lion, Probability:0.0006818156}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99923885}  {Name:n02095889 Sealyham terrier, Sealyham, Probability:0.0002682111}  {Name:n02104029 kuvasz, Probability:0.0001382386}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.71074605}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.27369136}  {Name:n02104365 schipperke, Probability:0.005001538}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9818454}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0035767723}  {Name:n02655020 puffer, pufferfish, blowfish, globefish, Probability:0.002491024}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99904305}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00015095489}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00014132525}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9996209}  {Name:n04254680 soccer ball, Probability:0.00028813045}  {Name:n02106166 Border collie, Probability:2.5040714e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98970795}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.007356547}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0027514847}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9847018}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.015243725}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:1.6696458e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98606074}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0095684}  {Name:n02077923 sea lion, Probability:0.0031318495}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9695547}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01173432}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.007816787}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.63928425}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.217679}  {Name:n02108551 Tibetan mastiff, Probability:0.14108692}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.89725536}  {Name:n02444819 otter, Probability:0.04794381}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0093961535}
{Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:0.83059984}  {Name:n02457408 three-toed sloth, ai, Bradypus tridactylus, Probability:0.03223295}  {Name:n01688243 frilled lizard, Chlamydosaurus kingi, Probability:0.017713243}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9876574}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.010200425}  {Name:n01883070 wombat, Probability:0.0016548233}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99963355}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00012799866}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:7.750542e-05}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.84941906}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.105925195}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.035559997}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.33177334}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.29133195}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.217547}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9725264}  {Name:n02104029 kuvasz, Probability:0.019345568}  {Name:n02111500 Great Pyrenees, Probability:0.0021656808}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99761933}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0012070693}  {Name:n02077923 sea lion, Probability:0.00049632223}
{Name:n02088632 bluetick, Probability:0.25130305}  {Name:n02093754 Border terrier, Probability:0.089039825}  {Name:n02110341 dalmatian, coach dog, carriage dog, Probability:0.08334737}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9822604}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.017590337}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:6.572445e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9377562}  {Name:n02115641 dingo, warrigal, warragal, Canis dingo, Probability:0.011699359}  {Name:n02114367 timber wolf, grey wolf, gray wolf, Canis lupus, Probability:0.008973606}
{Name:n03291819 envelope, Probability:0.8252077}  {Name:n06359193 web site, website, internet site, site, Probability:0.13235685}  {Name:n02971356 carton, Probability:0.0032872655}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.97884095}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.009052677}  {Name:n02137549 mongoose, Probability:0.0018819981}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999356}  {Name:n02077923 sea lion, Probability:2.0001687e-06}  {Name:n02074367 dugong, Dugong dugon, Probability:9.0958434e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99792045}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00092430704}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00041072906}
