{Name:n02104029 kuvasz, Probability:0.21910787}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.15326566}  {Name:n02111500 Great Pyrenees, Probability:0.07865355}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.91564804}  {Name:n02104029 kuvasz, Probability:0.0469441}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.020663729}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6192075}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3787624}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0005745641}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9043592}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.038628902}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.022720478}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9650897}  {Name:n02444819 otter, Probability:0.00953054}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.0062226956}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999989}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:2.9917908e-07}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:2.5353927e-07}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.59749275}  {Name:n02102318 cocker spaniel, English cocker spaniel, cocker, Probability:0.15734296}  {Name:n02093991 Irish terrier, Probability:0.03755444}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99988747}  {Name:n02104029 kuvasz, Probability:6.1879895e-05}  {Name:n02111500 Great Pyrenees, Probability:2.231033e-05}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.30489892}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.27881184}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.26162237}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.89150685}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.02369244}  {Name:n02403003 ox, Probability:0.019664908}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9463727}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.030540919}  {Name:n02106382 Bouvier des Flandres, Bouviers des Flandres, Probability:0.0029065676}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.36533794}  {Name:n02119789 kit fox, Vulpes macrotis, Probability:0.09772517}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.08003962}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9889337}  {Name:n02104029 kuvasz, Probability:0.004556226}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0018745278}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.83915365}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.15957654}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.00073885557}
{Name:n01883070 wombat, Probability:0.6044385}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.2880628}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.049731065}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.9999902}  {Name:n02443114 polecat, fitch, foulmart, foumart, Mustela putorius, Probability:4.9443533e-06}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:4.3345594e-06}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8372211}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.04238569}  {Name:n02397096 warthog, Probability:0.021991797}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.99773127}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.001904859}  {Name:n02493509 titi, titi monkey, Probability:0.00014919027}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9051459}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.017225534}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.016369922}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.2646656}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.17176978}  {Name:n01498041 stingray, Probability:0.13934587}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n01882714 koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus, Probability:0.9999974}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:1.8921621e-06}  {Name:n02493509 titi, titi monkey, Probability:2.9451468e-07}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999918}  {Name:n02447366 badger, Probability:3.4711334e-06}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:6.262002e-07}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.85399044}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.11855347}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.023824524}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.4478804}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.41427776}  {Name:n02104029 kuvasz, Probability:0.06883084}
{Name:n02117135 hyena, hyaena, Probability:0.4477074}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.15873429}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.09602615}
{Name:n01883070 wombat, Probability:0.39314717}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.22689883}  {Name:n02077923 sea lion, Probability:0.074756175}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.961447}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.008777272}  {Name:n04251144 snorkel, Probability:0.004524905}
{Name:n02443484 black-footed ferret, ferret, Mustela nigripes, Probability:0.350171}  {Name:n02445715 skunk, polecat, wood pussy, Probability:0.07472049}  {Name:n02441942 weasel, Probability:0.056009144}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.73526835}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.09750654}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.044757098}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.93899286}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.041745096}  {Name:n01883070 wombat, Probability:0.005950352}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8268479}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13038056}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.017415171}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3156278}  {Name:n04399382 teddy, teddy bear, Probability:0.23693824}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.12853761}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02093754 Border terrier, Probability:0.2100958}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.07849216}  {Name:n02361337 marmot, Probability:0.053745218}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.88326323}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.047226455}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.020425951}
{Name:n02442845 mink, Probability:0.3283116}  {Name:n02137549 mongoose, Probability:0.1754323}  {Name:n02441942 weasel, Probability:0.09808451}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.89549273}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.023718094}  {Name:n02104029 kuvasz, Probability:0.021313483}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99735415}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.0009683512}  {Name:n02410509 bison, Probability:0.00039201902}
{Name:n03000684 chain saw, chainsaw, Probability:0.11111633}  {Name:n03967562 plow, plough, Probability:0.10704389}  {Name:n04606251 wreck, Probability:0.068493806}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.24821804}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.21722618}  {Name:n01498041 stingray, Probability:0.13167495}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9623483}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.016064601}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.007534924}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.9999994}  {Name:n02443114 polecat, fitch, foulmart, foumart, Mustela putorius, Probability:4.49554e-07}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:1.4456272e-07}
{Name:n04606251 wreck, Probability:0.27238795}  {Name:n02442845 mink, Probability:0.11970694}  {Name:n02363005 beaver, Probability:0.09068335}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999341}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.9662752e-05}  {Name:n04254680 soccer ball, Probability:9.461132e-06}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.5544545}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.18356457}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.046290126}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9966974}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0015403833}  {Name:n02395406 hog, pig, grunter, squealer, Sus scrofa, Probability:0.00073612534}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6250262}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.36134437}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006031162}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.14374742}  {Name:n02117135 hyena, hyaena, Probability:0.08903937}  {Name:n02442845 mink, Probability:0.0869591}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.9929899}  {Name:n02486261 patas, hussar monkey, Erythrocebus patas, Probability:0.0018680178}  {Name:n02442845 mink, Probability:0.0018160266}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.65866804}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.12558821}  {Name:n04251144 snorkel, Probability:0.029646607}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9574489}  {Name:n03388043 fountain, Probability:0.030852113}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.0021781418}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.85749537}  {Name:n02117135 hyena, hyaena, Probability:0.0821339}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.032038514}
{Name:n02117135 hyena, hyaena, Probability:0.13622352}  {Name:n02018795 bustard, Probability:0.056190383}  {Name:n01877812 wallaby, brush kangaroo, Probability:0.050441273}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9793187}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.015492198}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004309732}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.51538223}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.13487673}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.11717131}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.30939132}  {Name:n02655020 puffer, pufferfish, blowfish, globefish, Probability:0.30723196}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.062440466}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9372874}  {Name:n01883070 wombat, Probability:0.018344704}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.013852922}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.13794038}  {Name:n02095570 Lakeland terrier, Probability:0.084054984}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.078777395}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.15768941}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.10401414}  {Name:n01677366 common iguana, iguana, Iguana iguana, Probability:0.07006546}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9993544}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00041987002}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:9.477735e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9992982}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0005819348}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:0.00010605019}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.998201}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0009242468}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00030854053}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.75872797}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.028743284}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.023637133}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02100583 vizsla, Hungarian pointer, Probability:0.07101277}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.055668492}  {Name:n02442845 mink, Probability:0.048378147}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.98999465}  {Name:n02104029 kuvasz, Probability:0.0028277633}  {Name:n02111500 Great Pyrenees, Probability:0.002147418}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6624627}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.23874988}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.050811067}
{Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.2447733}  {Name:n01806143 peacock, Probability:0.13562019}  {Name:n02097130 giant schnauzer, Probability:0.10750195}
{Name:n02093428 American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier, Probability:0.19995588}  {Name:n02108915 French bulldog, Probability:0.13218836}  {Name:n02108089 boxer, Probability:0.07847512}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9920189}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0027211504}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0011137926}
{Name:n02074367 dugong, Dugong dugon, Probability:0.8175214}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.087177165}  {Name:n04251144 snorkel, Probability:0.035656884}
{Name:n02444819 otter, Probability:0.4094369}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.08459569}  {Name:n02102973 Irish water spaniel, Probability:0.040423345}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.94274276}  {Name:n02104029 kuvasz, Probability:0.003202917}  {Name:n02113799 standard poodle, Probability:0.0027691615}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99020493}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.003929919}  {Name:n02410509 bison, Probability:0.0019681114}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.15646672}  {Name:n02097298 Scotch terrier, Scottish terrier, Scottie, Probability:0.13091661}  {Name:n02104365 schipperke, Probability:0.10284822}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.9999918}  {Name:n02447366 badger, Probability:3.4711334e-06}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:6.262002e-07}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.99890447}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.00053901726}  {Name:n04399382 teddy, teddy bear, Probability:0.000390745}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.67857337}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.17929104}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.069297366}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9460986}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.031467374}  {Name:n02480855 gorilla, Gorilla gorilla, Probability:0.0048035416}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.93596166}  {Name:n02441942 weasel, Probability:0.017813032}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0149432365}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99999666}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:1.2017686e-06}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:9.995607e-07}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.3984971}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.13716222}  {Name:n02486410 baboon, Probability:0.067610085}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9059055}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.059513457}  {Name:n02410509 bison, Probability:0.022812303}
{Name:n02074367 dugong, Dugong dugon, Probability:0.47153893}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.46135783}  {Name:n01664065 loggerhead, loggerhead turtle, Caretta caretta, Probability:0.02162525}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.98180205}  {Name:n04399382 teddy, teddy bear, Probability:0.0068912255}  {Name:n02106166 Border collie, Probability:0.0019312612}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.23476368}  {Name:n02074367 dugong, Dugong dugon, Probability:0.21725929}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.14096901}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.37636617}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.20107234}  {Name:n02492035 capuchin, ringtail, Cebus capucinus, Probability:0.11150632}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9375132}  {Name:n02111500 Great Pyrenees, Probability:0.01565446}  {Name:n02104029 kuvasz, Probability:0.012945147}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99609804}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.001573824}  {Name:n02111889 Samoyed, Samoyede, Probability:0.0005126038}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.96821153}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.03014082}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0010977495}
{Name:n04326547 stone wall, Probability:0.56465423}  {Name:n04604644 worm fence, snake fence, snake-rail fence, Virginia fence, Probability:0.14570612}  {Name:n03930313 picket fence, paling, Probability:0.050593365}
{Name:n02102318 cocker spaniel, English cocker spaniel, cocker, Probability:0.07136475}  {Name:n02099601 golden retriever, Probability:0.05421983}  {Name:n02095570 Lakeland terrier, Probability:0.052601}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8626982}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.12681307}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0032607806}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9786225}  {Name:n02444819 otter, Probability:0.013058787}  {Name:n02363005 beaver, Probability:0.0036964165}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n01697457 African crocodile, Nile crocodile, Crocodylus niloticus, Probability:0.23459327}  {Name:n02363005 beaver, Probability:0.06227228}  {Name:n02398521 hippopotamus, hippo, river horse, Hippopotamus amphibius, Probability:0.06089489}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.6508551}  {Name:n02074367 dugong, Dugong dugon, Probability:0.30531916}  {Name:n01498041 stingray, Probability:0.017501988}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.90435266}  {Name:n02396427 wild boar, boar, Sus scrofa, Probability:0.05186868}  {Name:n02444819 otter, Probability:0.006214659}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99887186}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0006450102}  {Name:n02104029 kuvasz, Probability:0.00020182248}
{Name:n02410509 bison, Probability:0.33679894}  {Name:n02104365 schipperke, Probability:0.0699391}  {Name:n02408429 water buffalo, water ox, Asiatic buffalo, Bubalus bubalis, Probability:0.053825527}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.83192456}  {Name:n02483708 siamang, Hylobates syndactylus, Symphalangus syndactylus, Probability:0.079958834}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.03222745}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.99974185}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00012200767}  {Name:n02410509 bison, Probability:4.226436e-05}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.7365099}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.11066086}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.07331625}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99994075}  {Name:n02125311 cougar, puma, catamount, mountain lion, painter, panther, Felis concolor, Probability:1.9560128e-05}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:1.8787574e-05}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9908099}  {Name:n02093991 Irish terrier, Probability:0.0018268476}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0008417884}
{Name:n03291819 envelope, Probability:0.92006}  {Name:n02708093 analog clock, Probability:0.0070977146}  {Name:n03832673 notebook, notebook computer, Probability:0.0055477163}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.38777837}  {Name:n02104029 kuvasz, Probability:0.23250875}  {Name:n02101556 clumber, clumber spaniel, Probability:0.15196542}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.99885714}  {Name:n02437312 Arabian camel, dromedary, Camelus dromedarius, Probability:0.00041749913}  {Name:n02077923 sea lion, Probability:0.00018096608}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9021245}  {Name:n02444819 otter, Probability:0.017076168}  {Name:n02104029 kuvasz, Probability:0.01120982}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.94511646}  {Name:n01484850 great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias, Probability:0.030398194}  {Name:n02074367 dugong, Dugong dugon, Probability:0.009511275}
