{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.720621}  {Name:n02117135 hyena, hyaena, Probability:0.0041738865}  {Name:n01695060 Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis, Probability:0.0032659937}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8090315}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0053964085}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004840364}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.5995529}  {Name:n02444819 otter, Probability:0.10117172}  {Name:n02077923 sea lion, Probability:0.042853385}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90526646}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0008083385}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0005320246}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.97040343}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008259973}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.001834935}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8440553}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0039572353}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0036783936}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.76949793}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.032872483}  {Name:n02361337 marmot, Probability:0.025521291}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8942089}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.031830844}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.010294715}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.873229}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007274521}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0017978686}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9296616}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0009732609}  {Name:n03538406 horse cart, horse-cart, Probability:0.0008570583}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8669418}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0013561936}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0010430206}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90261316}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0012813178}  {Name:n02074367 dugong, Dugong dugon, Probability:0.000666495}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9398791}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0056242063}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0011245714}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.87812513}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.002529357}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0009145013}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90937185}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0009765038}  {Name:n07753275 pineapple, ananas, Probability:0.00048436594}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.89262104}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.016029878}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0027048127}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92819315}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.026767086}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0016620823}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.89933157}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0017573674}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0007127952}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.86899036}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009047723}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.007215549}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9381736}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.001430397}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0009413097}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.8253905}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.045243587}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.026350288}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.895933}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.006317755}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0021955988}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.89729726}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0035063848}  {Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.0014816364}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.96352214}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0011008453}  {Name:n03538406 horse cart, horse-cart, Probability:0.0006465176}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86552715}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.008468825}  {Name:n01883070 wombat, Probability:0.0040887836}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8667888}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.012450199}  {Name:n02117135 hyena, hyaena, Probability:0.0032730831}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8333171}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.004272061}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0040444345}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.48555318}  {Name:n03000134 chainlink fence, Probability:0.059653014}  {Name:n02504458 African elephant, Loxodonta africana, Probability:0.024428781}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.6329112}  {Name:n04465501 tractor, Probability:0.118066356}  {Name:n03496892 harvester, reaper, Probability:0.025273109}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.808315}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.032557234}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008413634}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8279491}  {Name:n02112137 chow, chow chow, Probability:0.0024547945}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0022547094}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.94811773}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0012190836}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.00045889552}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.88973516}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0028286849}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00092568697}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8749904}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00419489}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0028275582}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8383483}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.021227412}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0067325253}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.88166916}  {Name:n09229709 bubble, Probability:0.0136288935}  {Name:n02077923 sea lion, Probability:0.0022235545}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8979511}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0018096406}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0008401581}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.92812604}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0022506213}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0011743665}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.92696553}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0060650553}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.003448857}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8982983}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.014212912}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015549299}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90887034}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0028344642}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0005657052}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86001694}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.003555704}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0023496624}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.89933795}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0017580068}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0016114156}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.6316248}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.13221425}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.008424792}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.90118057}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0024089266}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015262662}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8599621}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004379159}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0032617857}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9238897}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0056605786}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0023851753}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.89491236}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0059404257}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0026194542}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8569997}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.018559538}  {Name:n02117135 hyena, hyaena, Probability:0.011686425}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8994098}  {Name:n02074367 dugong, Dugong dugon, Probability:0.0074496483}  {Name:n01498041 stingray, Probability:0.0015802445}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.7875217}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.016540231}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.009458591}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.87603635}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015817791}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0014917548}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.95465326}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.003657803}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00038901865}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9229128}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0013324022}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0007225651}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.92601734}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.021443427}  {Name:n02115913 dhole, Cuon alpinus, Probability:0.0010455516}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.83049893}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.032838568}  {Name:n02112137 chow, chow chow, Probability:0.015092507}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.79228324}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.03796695}  {Name:n02111889 Samoyed, Samoyede, Probability:0.03015217}
{Name:n02361337 marmot, Probability:0.53579473}  {Name:n02363005 beaver, Probability:0.2239405}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.069006786}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86268675}  {Name:n02117135 hyena, hyaena, Probability:0.015885202}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.003132132}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9253524}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0019132072}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.0005847921}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90963614}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0028392735}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015303787}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.850045}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0024084696}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0022580782}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.88234615}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0066402024}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0020448037}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9272222}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.010942865}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0022931246}
{Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.9619369}  {Name:n03538406 horse cart, horse-cart, Probability:0.0006855476}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00055006053}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90884477}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.001731067}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.00080788037}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.91810775}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0015166376}  {Name:n02077923 sea lion, Probability:0.000948566}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.43924612}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.097845346}  {Name:n02108915 French bulldog, Probability:0.015260628}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9528558}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0036811593}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0032717113}
{Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.78188455}  {Name:n02500267 indri, indris, Indri indri, Indri brevicaudatus, Probability:0.022233175}  {Name:n02486261 patas, hussar monkey, Erythrocebus patas, Probability:0.017886695}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8392756}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004527133}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0022706788}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90345347}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0015690723}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0007060138}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9880084}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0011162151}  {Name:n07615774 ice lolly, lolly, lollipop, popsicle, Probability:0.00077408936}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9043366}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0018059998}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015730637}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8099464}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0026162623}  {Name:n02129165 lion, king of beasts, Panthera leo, Probability:0.0014476033}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8466438}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0152056245}  {Name:n02113799 standard poodle, Probability:0.008157089}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.80147135}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.025461366}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00601379}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.71576184}  {Name:n02117135 hyena, hyaena, Probability:0.0629179}  {Name:n02116738 African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus, Probability:0.006958505}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8900521}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0032960207}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.001838001}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8508543}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0035407285}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0029990184}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.863254}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.030110702}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.006295612}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8748004}  {Name:n02114548 white wolf, Arctic wolf, Canis lupus tundrarum, Probability:0.029374413}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.01372251}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.9374331}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0060862186}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0043113036}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.48563752}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.42603642}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0045026275}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8537446}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.005384954}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.004498086}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.85731626}  {Name:n02120079 Arctic fox, white fox, Alopex lagopus, Probability:0.0017743306}  {Name:n02111889 Samoyed, Samoyede, Probability:0.001485934}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.84465176}  {Name:n02112137 chow, chow chow, Probability:0.0020939019}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0019564554}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.90597945}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.009120129}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0030794132}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.93866384}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0013960243}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.00041480176}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.9593975}  {Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.0021743053}  {Name:n02099849 Chesapeake Bay retriever, Probability:0.0018120134}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.90812993}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0012327987}  {Name:n07753275 pineapple, ananas, Probability:0.000828637}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.91391355}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.00475172}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0038304075}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.41193476}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.35589585}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.01511044}
{Name:n02510455 giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca, Probability:0.903009}  {Name:n02509815 lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens, Probability:0.0049993508}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0012872368}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.9000224}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0036123344}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015534195}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8679743}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.006312624}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0032487381}
{Name:n03291819 envelope, Probability:0.88372856}  {Name:n06359193 web site, website, internet site, site, Probability:0.019584967}  {Name:n02840245 binder, ring-binder, Probability:0.0027651817}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.8935913}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0012268525}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.0009693233}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.8748526}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.0023130877}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0015249472}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.6032125}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.24985918}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.011531702}
{Name:n02093991 Irish terrier, Probability:0.28308874}  {Name:n02098105 soft-coated wheaten terrier, Probability:0.17350526}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.093832605}
{Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.41872394}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.16915226}  {Name:n02481823 chimpanzee, chimp, Pan troglodytes, Probability:0.10711592}
{Name:n02134084 ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus, Probability:0.91186416}  {Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.004253845}  {Name:n02134418 sloth bear, Melursus ursinus, Ursus ursinus, Probability:0.0006678517}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.75445133}  {Name:n02117135 hyena, hyaena, Probability:0.08278239}  {Name:n02133161 American black bear, black bear, Ursus americanus, Euarctos americanus, Probability:0.012495119}
{Name:n02132136 brown bear, bruin, Ursus arctos, Probability:0.86412513}  {Name:n02115913 dhole, Cuon alpinus, Probability:0.018875891}  {Name:n02117135 hyena, hyaena, Probability:0.0057515423}
